brand,model_number,model_name,alternatives,inches,width,height,panel,on_w,sleep_w,off_w,max_nits,hdr,certified
AOC,Q27U3CV,Q27U3CV,,27,2560,1440,IPS LCD,21.27,1.54,0.2,350,DisplayHDR 400,2024-01-23
AOC,Q32E4U,Q32E4U,Q32E4UJ,31.5,2560,1440,IPS LCD,21.2,0.18,0.16,350,,2025-09-29
AOC,Q34E2,Q34E2A,,34,2560,1440,TFT LCD,23.08,0.19,0.12,300,,2020-09-29
AOC,U27E3UF,U27E3UF,,27,3840,2160,IPS LCD,22.57,0.22,0.16,350,,2024-05-30
AOC,U27E4CV,U27E4CV,U27E4CVJ,27,3840,2160,IPS LCD,21.99,0.75,0.13,400,,2025-09-08
AOC,U27P2,U27P2,U27P2CA,27,2560,1440,TFT LCD,25.61,0.26,0.2,350,,2021-06-23
AOC,U27U2DP,U27U2DP,U27U2P,27,3840,2160,TFT LCD,24.83,0.28,0.21,400,,2023-01-17
AOC,U27U3CV,U27U3CV,,27,3840,2160,IPS LCD,25.39,0.62,0.19,400,DisplayHDR 400,2024-03-27
AOC,U32U3CV,U32U3CV,U32U3|U32U3D,31.5,3840,2160,IPS LCD,30.88,0.69,0.2,400,DisplayHDR 400,2024-04-09
AOC,X24E4U,X24E4U,,24.1,1920,1200,IPS LCD,13.55,0.21,0.14,300,,2025-08-12
AOpen,20E0Q,20E0Q_k,20E0Q***,19.5,1600,900,IPS LCD,10.98,0.12,0.1,220,,2023-04-10
AOpen,22CL1Q,LCD Monitor,22CL*****|22CV*****|22MV******|22R*****|22SA******|22SB******|22SC******|22SH******,21.5,1920,1080,IPS LCD,12.37,0.15,0.14,306.3,,2024-09-13
AOpen,22CV1Q,22CV1Q_a,22CL*****|22CV****|22MV*****|22SA*****|22SB*****|22SC*****,21.5,1920,1080,IPS LCD,10.46,0.11,0.1,250,,2024-02-08
AOpen,24CV1Y,24CV1Y_a,24CL*****|24CV*****,23.8,1920,1080,IPS LCD,13.66,0.09,0.08,286.6,,2025-01-03
AOpen,24UT1Y,24UT1Y_v,,23.8,1920,1080,IPS LCD,17.61,0.29,0.23,250,,2023-05-11
AOpen,24UT2Y,24UT2Y_b,,23.8,1920,1080,IPS LCD,10.95,0.54,0.15,400,,2026-03-18
AOpen,25MV1Q,25MV1Q,25C*****|25CL*****|25H*****|25HC*****|25M*****|25MV*****,24.5,1920,1080,IPS LCD,13.17,0.15,0.13,250,,2024-11-27
AOpen,27CL1_a,LCD Monitor,27CL*****|27CV*****|27HC*****|27R*****|27SA*****|27SB*****|27SH*****|27XC*****,27,1920,1080,IPS LCD,11.86,0.16,0.15,405.3,,2024-09-13
AOpen,27SA2_a,27SA2_a,27C*****|27CL*****|27CV*****|27M*****|27MV*****|27S*****|27SA2|27SA*****|27SB*****|27SC*****,27,1920,1080,IPS LCD,14.3,0.15,0.14,250,,2024-01-12
AOpen,27UT2,27UT2_b,,27,1920,1080,TN LCD,12.18,0.2,0.16,350,,2024-01-24
AOpen,27UT2U,27UT2U_b,,27,2560,1440,IPS LCD,11.82,0.6,0.18,360,,2024-01-15
AOpen,32CV1QK,32CV1QK,32CV******|32MV******,31.5,3840,2160,VA LCD,27.29,0.26,0.13,380.8,,2026-02-11
Apple,A3348,Studio Display XDR,,26.9,5120,2880,IPS LCD,34.05,0.32,,2000,DisplayHDR 600,2026-03-02
Apple,A3350,Studio Display,,26.9,5120,2880,IPS LCD,32.33,0.35,,600,,2026-03-02
ASRock,CL25FF,CL25FF,A25FF********|CL25FF********,24.5,1920,1080,IPS LCD,13.21,0.16,0.13,250,,2023-09-15
ASRock,CL25FFAE,CL25FFBE,A25FF********|CL25FF********|PG25FF********,24.5,1920,1080,IPS LCD,11.42,0.17,0.16,250,,2026-07-02
ASRock,CL25FFB,CL25FFB,A25FF*********|CL25FFA|CL25FF*********|PG25FF*********|PG25FFT,24.5,1920,1080,IPS LCD,12.68,0.13,0.12,250,,2025-06-13
ASRock,CL25FFBE,CL25FFAE,A25FF********|CL25FF********|PG25FF********,24.5,1920,1080,IPS LCD,12.65,0.12,0.11,250,,2026-07-02
ASRock,CL27FF,CL27FF,A27FF********|CL27FF********,27,1920,1080,IPS LCD,14.25,0.15,0.12,250,,2023-09-21
ASRock,CL27FFAE,CL27FFBE,A27FF********|CL27FF********|PG27FF********,27,1920,1080,IPS LCD,12.42,0.13,0.13,300,,2026-07-02
ASRock,CL27FFB,CL27FFB,A27FF*********|CL27FFA|CL27FF|CL27FF*********,27,1920,1080,IPS LCD,12.44,0.14,0.13,250,,2025-06-17
ASRock,CL27FFBE,CL27FFAE,A27FF********|CL27FF********|PG27FF********,27,1920,1080,IPS LCD,12.58,0.14,0.12,300,,2026-07-02
ASRock,PG25FFT,PG25FFT,A25FF*********|CL25FFA|CL25FF*********|PG25FF*********,24.5,1920,1080,IPS LCD,13.46,0.15,0.14,250,,2024-08-02
ASUS,BE248CFN,BE248CFN,BE248CFN-J|BE248CFN-P|BE248CFN-R|BE248CFN-W|BE248CFNY|BE248CFNZ,24,1920,1200,IPS LCD,14.85,0.19,0.14,350,,2024-06-26
ASUS,BE248QF,BE248QF,BE248QF-J|BE248QF-P|PA248QFV|BE248QF-R|BE248QF-W|BE248QFY|BE248QFZ|PA248QFV-J|PA248QFV-P|PA248QFV-R|PA248QFV-W|PA248QFVY|PA248QFVZ,24,1920,1200,IPS LCD,11.03,0.27,0.24,350,,2025-06-24
ASUS,BE249CGN,BE249CGN-P,BE249CGN-G|BE249CGN-J|BE249CGN-R|BE249CGN-W|BE249CGNY|BE249CGNZ,23.8,1920,1080,TFT LCD,14.83,0.89,0.26,350,,2025-07-24
ASUS,BE249QFK,BE249QFK,BE249QFKY|BE249QFKZ|BE249QFK-P|BE249QFK-W|BE249QFK-J|BE249QFK-R|BE249QFK-E,23.8,1920,1080,IPS LCD,10,0.21,0.21,250,,2024-06-26
ASUS,BE249QG-R,BE249QG-R,BE249QG-P|BE249QG-RY|BE249QG-RZ|BE249QG-W,23.8,1920,1080,IPS LCD,12.02,0.54,0.08,350,,2025-12-16
ASUS,"BE24E, BE24EQSB, BE24EQSB-P, BE24EQSB-J, BE24EQSB-W, BE24EQSB-G, BE24EQSBZ, BE24EQSBY, C624EQS, C624EQS-P, C624EQS-J, C624EQS-W, C624EQS-G, C624EQSZ, C624EQSY, BE24EQK, BE24EQK-P, BE24EQK-J, BE24EQK-W, BE24EQK-G, BE24EQKY","BE24EQSB, BE24EQSB-P, BE24EQSB-J, BE24EQSB-W, BE24EQSB-G, BE24EQSBZ, BE24EQSBY, C624EQS, C624EQS-P, C624EQS-J, C624EQS-W, C624EQS-G, C624EQSZ, C624EQSY, BE24EQK, BE24EQK-P, BE24EQK-J, BE24EQK-W, BE24EQK-G, BE24EQKY",BE24E|BE24EQSB|BE24EQSB-P|BE24EQSB-J|BE24EQSB-W|BE24EQSB-G|BE24EQSBZ|BE24EQSBY|C624EQS|C624EQS-P|C624EQS-J|C624EQS-W|C624EQS-G|C624EQSZ|C624EQSY|BE24EQK|BE24EQK-P|BE24EQK-J|BE24EQK-W|BE24EQK-G|BE24EQKY|BE24EQKZ|C424EQK|C424EQK-P|C424EQK-J|C424EQK-W|C424EQK-G|C424EQKY|C424EQKZ|BE24EQSK|BE24EQSK-P|BE24EQSK-J|BE24EQSK-W|BE24EQSK-G|BE24EQSKY|BE24EQSKZ|C624EQSK|C624EQSK-P|C624EQSK-J|C624EQSK-W|C624EQSK-G|C624EQSKY|C624EQSKZ|C424E|C624E,23.8,1920,1080,IPS LCD,11.2,0.3,0.3,250,,2022-07-21
ASUS,BE24ECSBT,BE24ECSBT,BE24ECSBT-P|BE24ECSBT-J|BE24ECSBT-W|BE24ECSBT-G|BE24ECSBTY|BE24ECSBTZ|BE24ECSBTR|BE24ECSBTE|C624ECSBT|C624ECSBT-P|C624ECSBT-J|C624ECSBT-W|C624ECSBT-G|C624ECSBTY|C624ECSBTZ|C624ECSBTR|C624ECSBTE,23.8,1920,1080,IPS LCD,13.2,0.23,0.13,300,,2022-09-01
ASUS,BE24ECSNK,BE24ECSNK,BE24ECSNK-P|BE24ECSNK-J|BE24ECSNK-W|BE24ECSNK-G|BE24ECSNKY|BE24ECSNKZ|C624ECNK|C624ECNK-P|C624ECNK-J|C624ECNK-W|C624ECNK-G|C624ECNKY|C624ECNKZ,23.8,1920,1080,IPS LCD,13.24,0.19,0.17,250,,2022-01-10
ASUS,BE279QFK,BE279QFK,BE279QFKY|BE279QFKZ|BE279QFK-P|BE279QFK-W|BE279QFK-J|BE279QFK-R|BE279QFK-E,27,1920,1080,IPS LCD,11.6,0.21,0.17,250,,2024-06-27
ASUS,BE279QSK,BE279QSK,BE279QSK-P|BE279QSK-J|BE279QSK-W|BE279QSK-G|BE279QSKY|BE279QSKZ|C6279QSK|C6279QSK-P|C6279QSK-J|C6279QSK-W|C6279QSK-G|C6279QSKY|C6279QSKYZ,27,1920,1080,IPS LCD,12.28,0.31,0.12,250,,2021-01-25
ASUS,BE27ACGN,BE27ACGN,BE27ACGN-J|BE27ACGN-P|BE27ACGN-R|BE27ACGN-W|BE27ACGNY|BE27ACGNZ,27,2560,1440,AHVA,18.15,0.44,0.23,350,,2025-04-11
ASUS,BE27ACGNK,BE27ACGNK,BE27ACGNK-J|BE27ACGNK-P|BE27ACGNK-R|BE27ACGNK-W|BE27ACGNKY|BE27ACGNKZ,27,2560,1440,IPS LCD,20.3,0.24,0.18,350,DisplayHDR 400,2026-07-08
ASUS,BE27ACSBK,BE27ACSBK,BE27ACSBK-P|BE27ACSBK-J|BE27ACSBK-W|BE27ACSBK-G|BE27ACSBKY|BE27ACSBKZ|C627ACK|C627ACK-P|C627ACK-J|C627ACK-W|C627ACK-G|C627ACKY|C627ACKZ,27,2560,1440,IPS LCD,19.23,0.21,0.1,250,,2021-08-20
ASUS,BE27AQ,BE27AQ-P,BE27AQ-J|BE27AQ-R|BE27AQ-W|BE27AQY|BE27AQZ,27,2560,1440,ADS,18.36,0.25,0.2,350,,2025-09-10
ASUS,BE27AQG,BE27AQG,BE27AQG-J|BE27AQG-P|BE27AQG-R|BE27AQG-W|BE27AQGY|BE27AQGZ|PA278QGV-J|PA278QGV-P|PA278QGV|PA278QGV-R|PA278QGV-W|PA278QGVY|PA278QGVZ|PA278QV2,27,2560,1440,AHVA,16.94,0.28,0.19,350,,2025-03-27
ASUS,BE34WCGNK,BE34WCGNK-P,BE34WCGNK-J|BE34WCGNK-R|BE34WCGNK-W|BE34WCGNKY|BE34WCGNKZ,34,3440,1440,VA LCD,26.44,0.21,0.15,400,,2026-07-30
ASUS,C624A,C624AQ,C624AQ-P|C624AQ-J|C624AQ-W|C624AQ-G|C624AQY|C624AQZ|C624AQH|C624AQH-P|C624AQH-J|C624AQH-W|C624AQH-G|C624AQHY|C624AQHZ|BE249,23.8,1920,1080,IPS LCD,11.5,0.2,0.2,250,,2019-12-02
ASUS,C6279,C6279C,C6279C-P|C6279C-J|C6279C-G|C6279C-W|BE279CLB|BE279CLB-P|BE279CLB-J|BE279CLB-G|BE279CLB-W|BE279CLB-Y|BE279CLB-Z|C6279C-Y|C6279C-Z|BE279,27,1920,1080,IPS LCD,16.9,0.1,0.1,250,,2020-03-06
ASUS,HA2441A,HA2441A,HA2441A-E|HA2441A-J|HA2441A-P|HA2441A-R|HA2441A-W|HA2441AY|HA2441AZ|MH2441A|MH2441A-E|MH2441A-J|MH2441A-P|MH2441A-R|MH2441A-W|MH2441AY|MH2441AZ,23.8,2560,1440,IPS LCD,13.7,0.27,0.24,300,,2023-12-05
ASUS,HA2741A,HA2741A,HA2741A-E|HA2741A-J|HA2741A-P|HA2741A-R|HA2741A-W|HA2741AY|HA2741AZ|MH2741A|MH2741A-E|MH2741A-J|MH2741A-P|MH2741A-R|MH2741A-W|MH2741AY|MH2741AZ,27,2560,1440,IPS LCD,12.6,0.27,0.23,350,,2023-12-01
ASUS,MB14A,MB14AHD,,14,1920,1080,TFT LCD,8.21,0.43,0.27,220,,2022-03-08
ASUS,MB14AC,MB14A,,14,1080,1920,TFT LCD,4.8,0.13,0.03,250,,2020-06-07
ASUS,MB14FCD,MB14FCD,MB14FCDE|MB14FCD-G|MB14FCD-J|MB14FCD-P|MB14FCDR|MB14FCD-W|MB14FCDY|MB14FCDZ|MMB14FCDV,14,1920,1200,IPS LCD,11.79,0.32,0.25,350,,2026-02-12
ASUS,MB165,MB165B,,15.6,1366,768,TFT LCD,4.88,0.27,0.09,220,,2021-04-26
ASUS,MB166,MB166B,,15.6,1920,1080,TFT LCD,5,0.08,0.12,250,,2022-06-07
ASUS,MB166,MB166C,MB166CR,15.6,1920,1080,TFT LCD,5.51,0.36,0.35,220,,2021-08-16
ASUS,MB169CK,MB169CK-P,,15.6,1920,1080,IPS LCD,8.05,0.23,0.21,250,,2024-11-18
ASUS,MB16A,MB16ACV,MB16ACV-W|MB16ACV-P|MB16ACV-J|MB16ACV-G|MB16ACVR|MB16ACVY|MB16ACVE,15.5,1920,1080,IPS LCD,6.64,0.12,0.1,250,,2020-11-10
ASUS,MB16A,MB16AH,,15.6,1920,1080,TFT LCD,6.55,0.27,0.26,250,,2020-07-22
ASUS,MB16A,MB16AHT,,15.6,1920,1080,TFT LCD,9.88,0.15,0.09,250,,2022-08-02
ASUS,MB16AHV,MB16AHV,MB16AH****,15.6,1920,1080,IPS LCD,6.61,0.16,0.06,250,,2025-03-25
ASUS,MB16AHV,MB16AHV,MB16AH****,15.6,1920,1080,TN LCD,6.39,0.16,0.15,235,,2024-06-24
ASUS,MB16AHV,MB16AHV,MB16AHVY|MB16AHVR|MB16AHVZ|MB16AHV-P|MB16AHV-W|MB16AHV-J|MB16AHVE,15.5,1920,1080,IPS LCD,7,0.26,0.22,250,,2023-06-29
ASUS,MB16AHVE,MB16AHVE,MB16AHVEG|MB16AHVE-J|MB16AHVEM|MB16AHVEN|MB16AHVE-P|MB16AHVE-R|MB16AHVER|MB16AHVEV|MB16AHVE-W|MB16AHVE-Y|MB16AHVEY|MB16AHVEZ,15.6,1920,1080,IPS LCD,5.78,0.21,0.2,300,,2026-04-02
ASUS,MB16FC,MB16FC,MB16FCE|MB16FCG|MB16FC-J|MB16FCM|MB16FCN|MB16FC-P|MB16FC-R|MB16FCR|MB16FCV|MB16FC-W|MB16FC-Y|MB16FCY|MB16FCZ,16,1920,1200,IPS LCD,5.5,0.17,0.12,300,,2025-09-10
ASUS,MB16NCG,MB16NCG,MB16NCGE|MB16NCG-J|MB16NCGM|MB16NCGN|MB16NCG-P|MB16NCG-R|MB16NCGR|MB16NCGV|MB16NCG-W|MB16NCG-Y|MB16NCGY|MB16NCGZ,16,2560,1600,IPS LCD,6.63,0.17,0.12,400,,2025-09-10
ASUS,MB16Q,MB16QHG,MB16QHG-J|MB16QHG-P|MB16QHG-R|MB16QHG-W|MB16QHGY|MB16QHGZ,16,2560,1600,TFT LCD,10.37,0.73,0.37,500,,2023-04-04
ASUS,MB229,MB229,MB229CFE|MB229CF-G|MB229CF-J|MB229CF|MB229CF-P|MB229CFR|MB229CF-W|MB229CFY|MB229CFZ,21.5,1920,1080,IPS LCD,11.88,0.29,0.24,234.5,,2023-11-13
ASUS,MB249,MB249C,MB249CE-J|MB249CE|MB249CE-P|MB249CER|MB249CE-W|MB249C-J|MB249C-P|MB249CR|MB249C-W,23.8,1920,1080,TFT LCD,13.4,0.29,0.22,250,,2022-11-15
ASUS,MB27A,MB27A,MB27A*******,27,2560,1440,IPS LCD,16.26,0.28,0.23,300,,2024-11-12
ASUS,MH3281A,MH3281A,HA3281A-E|HA3281A|HA3281A-J|HA3281A-P|HA3281A-R|HA3281A-W|HA3281AY|HA3281AZ|MH3281A-E|MH3281A-J|MH3281A-P|MH3281A-R|MH3281A-W|MH3281AY|MH3281AZ,31.5,3840,2160,OLED,26.45,0.01,0.01,250,,2023-10-30
ASUS,MQ13A,MQ13A,MQ13AHE|MQ13AH-J|MQ13AH|MQ13AHPE|MQ13AHP|MQ13AHPR|MQ13AHR|MQ13AHTE|MQ13AHT|MQ13AHTR,13.3,1920,1080,OLED,4.64,0.48,0.36,400,,2021-08-27
ASUS,MQ149CD,MQ149CD,MQ149******,28,1920,1200,OLED,8.44,0.25,0.09,400,,2025-04-14
ASUS,MQ149CD,MQ149CD,MQ149CDE|MQ149CD-J|MQ149CDR|MQ149CDV|MQ149CD-W|MQ149CDY|MQ149CDZ,28,1920,1200,OLED,8.67,0.18,0.14,350,,2025-02-11
ASUS,MQ14FCDV,MQ14FCDV,MQ149CD|MQ14FCDVE|MQ14FCDV-J|MQ14FCDV-P|MQ14FCDVR|MQ14FCDV-W|MQ14FCDVY|MQ14FCDVZ,14,1920,1200,OLED,7.92,0.24,0.2,330,,2026-07-30
ASUS,MQ16A,MQ16A,MQ16AHE|MQ16AH-J|MQ16AH|MQ16AHPE|MQ16AHP|MQ16AHPR|MQ16AHR|MQ16AHTE|MQ16AHT|MQ16AHTR,15.6,1920,1080,OLED,4.84,0.47,0.26,400,,2022-02-24
ASUS,MQ16AHE,MQ16AHEY,MQ16AHE-J|MQ16AHE-P|MQ16AHE-R|MQ16AHE-W|MQ16AHEZ,15.6,1920,1080,OLED,5.91,0.23,0.22,400,,2024-04-10
ASUS,MQ16FC,MQ16FC,MQ16FCE|MQ16FC-J|MQ16FC-P|MQ16FCR|MQ16FCV|MQ16FC-W|MQ16FCY|MQ16FCZ,16,1920,1200,OLED,4.59,0.21,0.1,300,,2025-12-18
ASUS,MQ17Q,MQ17QH,MQ17QH-J|MQ17QH-P|MQ17QH-R|MQ17QH-W|MQ17QHY|MQ17QHZ,17.3,2560,1920,OLED,10.32,0.38,0.22,350,,2024-02-07
ASUS,MS27UC,MS27UC,MS27*****|MS27UCE|MS27UC-J|MS27UC-P|MS27UCR|MS27UC-W|MS27UCY|MS27UCZ,27,3840,2160,IPS LCD,24.87,1.24,0.09,0,,2024-07-17
ASUS,MS32UC,MS32UC,MS32*****|MS32UCE|MS32UC-J|MS32UC-P|MS32UCR|MS32UC-W|MS32UCY|MS32UCZ,31.5,3840,2160,IPS LCD,29.37,1.26,0.17,350,,2025-03-06
ASUS,PA147,PA147CDV,,14.1,1920,550,TFT LCD,5.05,0.24,0.2,400,,2022-05-18
ASUS,PA148,PA148CTV,,14,1920,1080,TFT LCD,8.17,0.28,0.3,300,,2020-12-10
ASUS,PA169CDV,PA169CDV,PA169CDV-E|PA169CDV-J|PA169CDV-P|PA169CDV-R|PA169CDVY|PA169CDVZ,15.6,3840,2160,IPS LCD,11.72,0.34,0.22,576.1,,2025-12-02
ASUS,PA16USV,PA16USV,PA16USV-P|PA16USV-J|PA16USV-K|PA16USV-R|PA16USV-E|PA16USVY|PA16USVZ,15.6,3840,2160,IPS LCD,12.2,0.1,0,400,,2025-02-13
ASUS,PA247,PA247,PA247CV|PA247CV-P|PA247CV-J|PA247CV-G|PA247CV-W|PA247CVY|PA247CVZ,23.8,1920,1080,IPS LCD,11.07,0.12,0.09,250,,2020-09-11
ASUS,PA248CNV,PA248CNV,PA248CNV-P|PA248CNV-J|PA248CNV-R|PA248CNV-G|PA248CNV-W|PA248CNVY|PA248CNVZ,24.1,1920,1200,IPS LCD,10,0.31,0.14,300,,2022-04-29
ASUS,PA248CRV,PA248CRV,PA248CRV-E|PA248CRV-J|PA248CRV-P|PA248CRV-R|PA248CRV-W|PA248CRVY|PA248CRVZ,24,1920,1200,AHVA LCD,12.35,0.43,0.21,350,,2022-12-06
ASUS,PA248QFV,PA248QV2,,24,1920,1200,IPS LCD,11.03,0.27,0.24,350,,2026-05-12
ASUS,PA248QV,PA248QV,PA248QV-P|PA248QV-J|PA248QV-G|PA248QV-W|PA248QVY|PA248QVZ,24.1,1920,1200,IPS LCD,9.4,0.2,0.1,300,,2020-02-05
ASUS,PA249CGV,PA249CGV,PA249CGV-J|PA249CGV-P|PA249CGV-R|PA249CGV-W|PA249CGVY|PA249CGVZ,23.8,1920,1080,OLED,13.71,0.39,0.24,350,DisplayHDR 400,2026-03-05
ASUS,PA24ACRV,PA24ACRV,PA24ACRV-J|PA24ACRV-P|PA24ACRV-R|PA24ACRV-W|PA24ACRVY|PA24ACRVZ,23.8,2560,1440,IPS LCD,14,0.28,0.24,350,,2023-11-06
ASUS,PA24US,PA24US,PA24US-P|PA24US-J|PA24US-K|PA24US-R|PA24US-E|PA24USY|PA24USZ,23.6,3840,2160,IPS LCD,23.9,0.31,0.24,350,DisplayHDR 600,2023-08-10
ASUS,PA278CFRV,PA278CFRV,PA278CFRV-J|PA278CFRV-P|PA278CFRV-R|PA278CFRV-W|PA278CFRVY|PA278CFRVZ,27,2560,1440,IPS LCD,15.8,0.28,0.25,350,,2024-03-07
ASUS,PA278CGRV,PA278CGRV,PA278CGRV-J|PA278CGRV-P|PA278CGRV-R|PA278CGRV-W|PA278CGRVY|PA278CGRVZ,27,2560,1440,IPS LCD,19.95,0.26,0.19,350,DisplayHDR 400,2025-09-18
ASUS,PA278CGV,PA278CGV,PA278CGVY|PA278CGVZ|PA278CGV-P|PA278CGV-W|PA278CGV-J|PA278CGV-R|PA278CGV-E,27,2560,1440,IPS LCD,19.5,0.23,0.18,350,,2023-03-17
ASUS,PA278CV,PA278CV,PA278CV-P|PA278CV-J|PA278CV-G|PA278CV-W|PA278CVY|PA278CVZ,27,2560,1440,IPS LCD,15.18,0.21,0.1,350,,2020-09-26
ASUS,PA278QV,PA278QV,PA278QV-P|PA278QV-J|PA278QV-G|PA278QV-W|PA278QVY|PA278QVZ,27,2560,1440,IPS LCD,12.5,0.2,0.1,350,,2020-02-05
ASUS,PA279CRV,PA279CRV,PA279CRV-E|PA279CRV-J|PA279CRV-P|PA279CRV-R|PA279CRV-W|PA279CRVY|PA279CRVZ,27,3840,2160,AHVA LCD,26.14,0.21,0.16,350,,2022-12-06
ASUS,PA27DCE,OLED MONITOR,PA27D*******,26.9,3840,2160,OLED,28.37,0.43,0,350,,2023-04-28
ASUS,PA27JCV,PA27JCV,PA27JCV-J|PA27JCV-K|PA27JCV-P|PA27JCV-R|PA27JCV-W|PA27JCVY|PA27JCVZ,27,5120,2880,ADS Panel,31.04,0.59,0.26,400,DisplayHDR 400,2024-08-13
ASUS,PA27UCDMR,PA27UCDMR,PA27UCDMR-J|PA27UCDMR-K|PA27UCDMR-P|PA27UCDMR-R|PA27UCDMRY|PA27UCDMRZ,26.5,3856,2176,OLED,25.3,0.85,0.22,250,,2025-11-26
ASUS,PA27UCGE,PA27UCGE,PA27UCGE-J|PA27UCGE-P|PA27UCGE-W|PA27UCGEY|PA27UCGEZ,27,3840,2160,IPS LCD,24.01,0.27,0.21,400,,2025-03-11
ASUS,PA27USD,PA27USD,PA27USDY|PA27USDZ|PA27USD-P|PA27USD-J|PA27USD-R|PA27USD-W,26.7,3840,2160,OLED,29.1,1.15,0.25,250,,2026-03-06
ASUS,PA328,PA328CGV,,32,2560,1440,TFT LCD,26.4,0.4,0.34,600,DisplayHDR 600,2021-08-22
ASUS,PA328QV,PA328QV,PA328QV-P|PA328QV-J|PA328QV-G|PA328QV-W|PA328QVY|PA328QVZ,31.5,2560,1440,IPS LCD,23.96,0.2,0.13,350,,2021-11-17
ASUS,PA329,PA329CV,,32,3840,2160,TFT LCD,32.29,0.37,0.27,350,,2021-05-24
ASUS,PA329CDV,PA329CDV,PA329CDV-J|PA329CDV-P|PA329CDV-R|PA329CDV-W|PA329CDVY|PA329CDVZ,31.5,3856,2176,OLED,31.13,0.68,0.2,300,DisplayHDR 400,2026-05-27
ASUS,PA329CRV,PA329CRV,PA329CRV-E|PA329CRV-J|PA329CRV-P|PA329CRV-R|PA329CRV-W|PA329CRVY|PA329CRVZ,31.2,3840,2160,PEG,26.22,0.26,0.24,350,,2023-02-02
ASUS,PA32D,OLED MONITOR,PA32D*******,31.5,3840,2160,OLED,28.29,0.41,0.41,250,,2022-11-11
ASUS,PA32KCX,PA32KCX,PA32KCX-J|PA32KCX-P|PA32KCX-W|PA32KCXY|PA32KCXZ,32,7680,4320,AHVA LCD,81.36,0.83,0.26,350,DisplayHDR 1000,2024-12-02
ASUS,PA32QCV,PA32QCV,PA32QCV-J|PA32QCV-K|PA32QCV-P|PA32QCV-R|PA32QCV-W|PA32QCVY|PA32QCVZ,31.5,6016,3384,AHVA,44.49,0.32,0.28,400,,2025-03-27
ASUS,PA32UCDM,PA32UCDM,PA32UCDM-J|PA32UCDM-K|PA32UCDM-P|PA32UCDM-W|PA32UCDMY|PA32UCDMZ,31.5,3840,2160,OLED,31.45,2.38,0.28,250,,2024-12-04
ASUS,PA32UCDMR-K,PA32UCDMR-K,PA32UCDMR|PA32UCDMR-J|PA32UCDMR-P|PA32UCDMR-R|PA32UCDMRY|PA32UCDMRZ,31.6,3856,2176,OLED,27.87,1.6,0.27,250,,2025-10-14
ASUS,PA32UCE,PA32UCE,PA32UCE-J|PA32UCE-P|PA32UCE-W|PA32UCEY|PA32UCEZ,31.5,3840,2160,IPS LCD,25.64,0.26,0.22,400,,2024-09-25
ASUS,PA32UCR,PA32UCR,PA32UCR-G|PA32UCR-J|PA32UCR-W|PA32UCR-K|PA32UCR-P|PA32UCRY|PA32UCRZ,32,3840,2160,IPS LCD,28.92,0.26,0.1,400,DisplayHDR 1000,2021-10-26
ASUS,PA32UCXR,PA32UCXR,PA32UCXR-J|PA32UCXR-P|PA32UCXR-W|PA32UCXRY|PA32UCXRZ,32,3840,2160,AHVA LCD,42.45,1.12,0.39,900,DisplayHDR 1000,2023-08-11
ASUS,PA32USD,PA32USD,PA32USDY|PA32USDZ|PA32USD-P|PA32USD-J|PA32USD-R|PA32USD-W,31.6,3840,2160,OLED,30.1,2.95,0.23,250,,2026-03-16
ASUS,PA348CGV,"PA348CGV, PA348CGV-P, PA348CGV-J, PA348CGV-G, PA348CGV-W, PA348CGVY, PA348CGVZ",PA348CGV-P|PA348CGV-J|PA348CGV-G|PA348CGV-W|PA348CGVY|PA348CGVZ,34.1,3440,1440,IPS LCD,19.36,0.37,0.16,250,DisplayHDR 400,2022-03-16
ASUS,PA34VCNV,PA34VCNV,PA34VCNVY|PA34VCNVZ|PA34VCNV-P|PA34VCNV-W|PA34VCNV-J|PA34VCNV-R,34.1,3440,1440,TN LCD,26.9,0.23,0.18,300,,2023-05-26
ASUS,VA249HG,VA249HG-P,VA249HG-G|VA249HG-J|VA249HG-R|VA249HG-W|VA249HGY|VA249HGZ,23.8,1920,1080,IPS LCD,11.5,0.25,0.19,350,,2024-12-06
ASUS,VA249HG2,VA249HG2,VA249HG2-P|VA249HG2-J|VA249HG2-G|VA249HG2-W|VA249HG2Y|VA249HG2Z|VA249HG2-R|C1241HG2|C1241HG2-P|C1241HG2-J|C1241HG2-G|C1241HG2-W|C1241HG2Y|C1241HG2Z|C1241HG2-R,23.8,1920,1080,IPS LCD,9.5,0.14,0.11,300,,2026-07-01
ASUS,VA249HG3,VA249HG3,VA249HG3-P|VA249HG3-J|VA249HG3-G|VA249HG3-W|VA249HG3Y|VA249HG3Z|VA249HG3-R|C1241HG3|C1241HG3-P|C1241HG3-J|C1241HG3-G|C1241HG3-W|C1241HG3Y|C1241HG3Z|C1241HG3-R,23.8,1920,1080,IPS LCD,8.4,0.14,0.11,300,,2026-07-01
ASUS,VA249QG,VA249QG,VA249QG-P|VA249QG-J|VA249QG-G|VA249QG-W|VA249QGY|VA249QGZ|VA249QG-R|VA249QGSE|VA249QGSE-P|VA249QGSE-J|VA249QGSE-G|VA249QGSE-W|VA249QGSEY|VA249QGSEZ|VA249QGSE-R|C1241QGSE|VB249QG,23.8,1920,1080,IPS LCD,10.3,0.12,0.08,300,,2026-03-12
